lat,lon
32.08422174840086,32.0
32.217484008528785,31.333333333333314
32.35074626865672,30.666666666666657
32.48400852878465,30.0
32.617270788912585,29.333333333333343
32.75053304904051,28.666666666666657
32.88379530916845,27.99999999999997
33.01705756929637,27.333333333333343
33.150319829424305,26.666666666666657
33.28358208955224,26.0
33.416844349680176,25.333333333333343
33.5501066098081,24.666666666666686
33.68336886993603,24.0
33.81663113006397,23.333333333333314
33.9498933901919,22.666666666666686
34.08315565031983,22.0
34.21641791044776,21.333333333333314
34.349680170575695,20.666666666666686
34.48294243070363,20.0
34.61620469083156,19.333333333333343
34.74946695095949,18.666666666666657
34.88272921108742,18.00000000000003
35.14925373134328,17.46666666666667
35.41577825159915,16.93333333333331
35.54904051172708,16.26666666666668
35.81556503198294,15.599999999999994
36.082089552238806,14.933333333333337
36.34861407249467,14.26666666666668
36.481876332622605,13.599999999999994
36.74840085287846,12.933333333333337
37.01492537313433,12.266666666666652
37.28144989339019,11.600000000000023
37.54797441364605,10.933333333333337
37.68123667377398,10.266666666666652
37.814498933901916,9.599999999999994
37.68123667377398,8.933333333333337
37.54797441364605,8.26666666666668
37.54797441364605,7.599999999999994
37.54797441364605,6.933333333333337
37.54797441364605,6.26666666666668
37.414712153518124,5.599999999999994
37.414712153518124,4.933333333333309
37.414712153518124,4.26666666666668
37.414712153518124,3.5999999999999943
37.414712153518124,2.933333333333337
37.28144989339019,2.2666666666666515
37.14818763326226,1.6000000000000227
37.01492537313433,0.9333333333333371
36.8816631130064,0.2666666666666515
36.74840085287846,-0.4000000000000057
36.61513859275053,-1.0666666666666629
36.481876332622605,-1.7333333333333485
36.34861407249467,-2.4000000000000057
36.215351812366734,-3.066666666666663
36.215351812366734,-3.73333333333332
36.215351812366734,-4.400000000000006
36.082089552238806,-5.066666666666663
