lat,lon
52.20682302771855,3.4666666666666686
52.07356076759062,3.066666666666663
51.940298507462686,2.666666666666657
51.80703624733476,2.2666666666666515
51.54051172707889,2.0
51.27398720682302,1.7333333333333485
51.007462686567166,1.466666666666697
50.7409381663113,1.1999999999999886
50.60767590618337,0.8000000000000114
50.60767590618337,0.39999999999997726
50.47441364605544,0.0
50.47441364605544,-0.4000000000000057
50.47441364605544,-0.8000000000000114
50.3411513859275,-1.200000000000017
50.3411513859275,-1.5999999999999943
50.3411513859275,-2.0
50.207889125799575,-2.4000000000000057
50.07462686567164,-2.8000000000000114
49.94136460554371,-3.1999999999999886
49.808102345415776,-3.5999999999999943
49.67484008528785,-4.0
49.54157782515992,-4.400000000000006
49.54157782515992,-4.799999999999983
49.54157782515992,-5.199999999999989
49.54157782515992,-5.599999999999994
49.54157782515992,-6.0
49.54157782515992,-6.400000000000006
49.54157782515992,-6.800000000000011
49.54157782515992,-7.200000000000017
49.54157782515992,-7.600000000000023
49.54157782515992,-8.0
49.54157782515992,-8.400000000000006
49.54157782515992,-8.799999999999983
49.54157782515992,-9.199999999999989
49.54157782515992,-9.599999999999994
49.54157782515992,-10.0
49.54157782515992,-10.400000000000006
49.54157782515992,-10.800000000000011
49.54157782515992,-11.199999999999989
49.54157782515992,-11.599999999999994
49.54157782515992,-12.0
49.408315565031984,-12.400000000000006
49.27505330490405,-12.800000000000011
49.14179104477612,-13.200000000000017
49.008528784648185,-13.599999999999994
48.875266524520256,-14.0
48.74200426439232,-14.400000000000006
48.60874200426439,-14.799999999999983
48.475479744136464,-15.199999999999989
48.34221748400853,-15.599999999999994
48.208955223880594,-16.0
48.075692963752665,-16.400000000000006
47.94243070362474,-16.80000000000001
47.8091684434968,-17.19999999999999
47.675906183368866,-17.599999999999994
47.54264392324094,-18.0
47.40938166311301,-18.400000000000006
47.276119402985074,-18.80000000000001
47.14285714285714,-19.200000000000017
47.00959488272921,-19.599999999999994
46.87633262260128,-20.0
46.74307036247335,-20.399999999999977
46.60980810234542,-20.799999999999983
46.47654584221749,-21.19999999999999
46.343283582089555,-21.599999999999994
46.21002132196162,-22.0
46.076759061833684,-22.400000000000006
45.943496801705756,-22.80000000000001
45.81023454157783,-23.200000000000017
45.67697228144989,-23.599999999999994
45.54371002132196,-24.0
45.41044776119403,-24.400000000000006
45.2771855010661,-24.80000000000001
45.143923240938165,-25.19999999999999
45.01066098081023,-25.599999999999994
44.8773987206823,-26.0
44.74413646055437,-26.399999999999977
44.61087420042644,-26.799999999999983
44.47761194029851,-27.19999999999999
44.34434968017058,-27.599999999999994
44.211087420042645,-28.0
44.07782515991471,-28.400000000000006
43.94456289978678,-28.80000000000001
43.81130063965885,-29.200000000000017
43.81130063965885,-29.599999999999994
43.81130063965885,-30.0
43.81130063965885,-30.400000000000006
43.81130063965885,-30.80000000000001
43.81130063965885,-31.19999999999999
43.81130063965885,-31.599999999999994
43.81130063965885,-32.0
43.81130063965885,-32.400000000000006
43.81130063965885,-32.79999999999998
43.81130063965885,-33.19999999999999
43.81130063965885,-33.599999999999994
43.81130063965885,-34.0
43.81130063965885,-34.400000000000006
43.81130063965885,-34.80000000000001
43.81130063965885,-35.20000000000002
43.81130063965885,-35.60000000000002
43.81130063965885,-36.0
43.81130063965885,-36.400000000000006
43.81130063965885,-36.80000000000001
43.81130063965885,-37.19999999999999
43.81130063965885,-37.599999999999994
43.81130063965885,-38.0
43.81130063965885,-38.400000000000006
43.81130063965885,-38.79999999999998
43.81130063965885,-39.19999999999999
43.81130063965885,-39.599999999999994
43.81130063965885,-40.0
43.81130063965885,-40.400000000000006
43.81130063965885,-40.80000000000001
43.81130063965885,-41.20000000000002
43.81130063965885,-41.599999999999994
43.81130063965885,-42.0
43.81130063965885,-42.400000000000006
43.81130063965885,-42.79999999999998
43.81130063965885,-43.19999999999999
43.81130063965885,-43.599999999999994
43.81130063965885,-44.0
43.81130063965885,-44.400000000000006
43.81130063965885,-44.80000000000001
43.81130063965885,-45.19999999999999
43.81130063965885,-45.599999999999994
43.81130063965885,-46.0
43.81130063965885,-46.400000000000006
43.81130063965885,-46.80000000000001
43.81130063965885,-47.20000000000002
43.81130063965885,-47.599999999999994
43.81130063965885,-48.0
43.81130063965885,-48.400000000000006
43.81130063965885,-48.79999999999998
43.81130063965885,-49.19999999999999
43.81130063965885,-49.599999999999994
43.81130063965885,-50.0
43.81130063965885,-50.400000000000006
43.81130063965885,-50.80000000000001
43.81130063965885,-51.20000000000002
43.81130063965885,-51.599999999999994
43.81130063965885,-52.0
43.81130063965885,-52.39999999999999
43.81130063965885,-52.8
43.81130063965885,-53.2
43.81130063965885,-53.60000000000001
43.81130063965885,-54.000000000000014
43.81130063965885,-54.39999999999999
43.81130063965885,-54.8
43.81130063965885,-55.19999999999999
43.81130063965885,-55.599999999999994
43.81130063965885,-56.0
43.81130063965885,-56.400000000000006
43.81130063965885,-56.80000000000001
43.81130063965885,-57.2
43.81130063965885,-57.599999999999994
43.81130063965885,-58.0
43.81130063965885,-58.39999999999999
43.81130063965885,-58.8
43.81130063965885,-59.2
43.81130063965885,-59.60000000000001
43.67803837953092,-60.0
43.67803837953092,-60.400000000000006
43.67803837953092,-60.8
43.67803837953092,-61.19999999999999
43.67803837953092,-61.599999999999994
43.67803837953092,-62.0
43.54477611940298,-62.400000000000006
43.411513859275054,-62.80000000000001
43.278251599147126,-63.2
43.14498933901919,-63.60000000000001
43.011727078891255,-63.999999999999986
42.87846481876333,-64.39999999999999
42.7452025586354,-64.8
42.61194029850746,-65.2
42.47867803837953,-65.60000000000001
42.3454157782516,-66.0
42.21215351812367,-66.4
42.078891257995735,-66.8
41.9456289978678,-67.19999999999999
41.81236673773987,-67.6
41.67910447761194,-68.0
41.54584221748401,-68.4
41.41257995735607,-68.8
41.279317697228144,-69.2
41.146055437100216,-69.60000000000001
41.01279317697228,-69.99999999999999
41.01279317697228,-70.39999999999999
41.01279317697228,-70.8
40.879530916844345,-71.2
40.74626865671642,-71.6
40.61300639658849,-72.0
40.47974413646055,-72.4
40.34648187633262,-72.80000000000001
40.21321961620469,-73.19999999999999
40.07995735607676,-73.6
